thickness,RE,Umach,AOA,Cl,Cdt,Cdp,Cdf,Cm
12,3.00E+05,0.25,6,0.636792306,1.53E-02,6.38E-03,8.89E-03,-8.42E-03
12,3.00E+05,0.25,6.5,0.687146522,1.58E-02,7.11E-03,8.73E-03,-9.40E-03
12,3.00E+05,0.25,7,0.736697866,1.65E-02,7.93E-03,8.56E-03,-1.05E-02
12,3.00E+05,0.25,7.5,0.78531403,1.72E-02,8.84E-03,8.36E-03,-1.16E-02
12,3.00E+05,0.25,8,0.832833223,1.80E-02,9.87E-03,8.15E-03,-1.28E-02
12,3.00E+05,0.25,8.5,0.879039129,1.89E-02,1.10E-02,7.93E-03,-1.41E-02
12,3.00E+05,0.25,9,0.923690646,2.00E-02,1.23E-02,7.68E-03,-1.55E-02
12,3.00E+05,0.25,9.5,0.966465179,2.12E-02,1.38E-02,7.41E-03,-1.70E-02
12,3.00E+05,0.25,10,1.006978123,2.26E-02,1.54E-02,7.13E-03,-1.85E-02
12,3.00E+05,0.3,0,4.51E-13,1.24E-02,2.69E-03,9.74E-03,-3.92E-13
12,3.00E+05,0.3,1,0.109656159,1.25E-02,2.79E-03,9.72E-03,-1.24E-03
12,3.00E+05,0.3,2,0.218977858,1.27E-02,3.09E-03,9.64E-03,-2.53E-03
12,3.00E+05,0.3,3,0.327630674,1.31E-02,3.59E-03,9.52E-03,-3.92E-03
12,3.00E+05,0.3,4,0.435206338,1.37E-02,4.33E-03,9.34E-03,-5.45E-03
12,3.00E+05,0.3,5,0.541237198,1.44E-02,5.31E-03,9.11E-03,-7.17E-03
12,3.00E+05,0.3,5.5,0.593481984,1.49E-02,5.91E-03,8.97E-03,-8.12E-03
12,3.00E+05,0.3,6,0.645090959,1.54E-02,6.59E-03,8.81E-03,-9.14E-03
12,3.00E+05,0.3,6.5,0.695947206,1.60E-02,7.36E-03,8.64E-03,-1.02E-02
12,3.00E+05,0.3,7,0.745909641,1.67E-02,8.23E-03,8.45E-03,-1.14E-02
12,3.00E+05,0.3,7.5,0.794813727,1.75E-02,9.21E-03,8.24E-03,-1.27E-02
12,3.00E+05,0.3,8,0.842458107,1.83E-02,1.03E-02,8.02E-03,-1.41E-02
12,3.00E+05,0.3,8.5,0.888568232,1.93E-02,1.16E-02,7.77E-03,-1.56E-02
12,3.00E+05,0.3,9,0.932803872,2.05E-02,1.30E-02,7.50E-03,-1.72E-02
12,3.00E+05,0.3,9.5,0.974703552,2.18E-02,1.46E-02,7.20E-03,-1.89E-02
12,3.00E+05,0.3,10,1.013673618,2.34E-02,1.65E-02,6.88E-03,-2.07E-02
12,3.00E+05,0.35,0,-4.44E-12,1.25E-02,2.77E-03,9.70E-03,-1.47E-13
12,3.00E+05,0.35,1,0.111506139,1.25E-02,2.87E-03,9.67E-03,-1.34E-03
12,3.00E+05,0.35,2,0.222666408,1.28E-02,3.18E-03,9.59E-03,-2.74E-03
12,3.00E+05,0.35,3,0.333128555,1.32E-02,3.71E-03,9.46E-03,-4.25E-03
12,3.00E+05,0.35,4,0.442460473,1.37E-02,4.47E-03,9.27E-03,-5.95E-03
12,3.00E+05,0.35,5,0.55013736,1.45E-02,5.51E-03,9.02E-03,-7.88E-03
12,3.00E+05,0.35,5.5,0.603138086,1.50E-02,6.15E-03,8.88E-03,-8.96E-03
12,3.00E+05,0.35,6,0.655435404,1.56E-02,6.88E-03,8.71E-03,-1.01E-02
12,3.00E+05,0.35,6.5,0.706881417,1.62E-02,7.70E-03,8.52E-03,-1.14E-02
12,3.00E+05,0.35,7,0.757290661,1.70E-02,8.64E-03,8.32E-03,-1.28E-02
12,3.00E+05,0.35,7.5,0.806446178,1.78E-02,9.71E-03,8.09E-03,-1.43E-02
12,3.00E+05,0.35,8,0.854052836,1.88E-02,1.09E-02,7.83E-03,-1.59E-02
12,3.00E+05,0.35,8.5,0.899688535,1.99E-02,1.24E-02,7.55E-03,-1.77E-02
12,3.00E+05,0.35,9,0.94279757,2.13E-02,1.40E-02,7.24E-03,-1.96E-02
12,3.00E+05,0.35,9.5,0.982492847,2.29E-02,1.60E-02,6.89E-03,-2.16E-02
12,3.00E+05,0.35,10,1.017542346,2.49E-02,1.84E-02,6.50E-03,-2.38E-02
12,3.00E+05,0.4,0,-1.39E-13,1.25E-02,2.86E-03,9.65E-03,-8.85E-15
12,3.00E+05,0.4,1,0.113792931,1.26E-02,2.97E-03,9.62E-03,-1.46E-03
12,3.00E+05,0.4,2,0.227227545,1.28E-02,3.29E-03,9.53E-03,-3.00E-03
12,3.00E+05,0.4,3,0.339928287,1.32E-02,3.85E-03,9.39E-03,-4.69E-03
12,3.00E+05,0.4,4,0.451436987,1.39E-02,4.66E-03,9.19E-03,-6.61E-03
12,3.00E+05,0.4,5,0.561139637,1.47E-02,5.77E-03,8.92E-03,-8.84E-03
12,3.00E+05,0.4,5.5,0.615058792,1.52E-02,6.46E-03,8.76E-03,-1.01E-02
12,3.00E+05,0.4,6,0.668160008,1.58E-02,7.25E-03,8.58E-03,-1.15E-02
12,3.00E+05,0.4,6.5,0.72024832,1.65E-02,8.16E-03,8.37E-03,-1.30E-02
12,3.00E+05,0.4,7,0.771049205,1.74E-02,9.21E-03,8.14E-03,-1.47E-02
12,3.00E+05,0.4,7.5,0.820173895,1.83E-02,1.04E-02,7.88E-03,-1.65E-02
12,3.00E+05,0.4,8,0.867049431,1.95E-02,1.19E-02,7.57E-03,-1.85E-02
12,3.00E+05,0.4,8.5,0.910764097,2.09E-02,1.37E-02,7.23E-03,-2.08E-02
12,3.00E+05,0.4,9,0.949984275,2.27E-02,1.59E-02,6.82E-03,-2.32E-02
12,3.00E+05,0.4,9.5,0.981823832,2.51E-02,1.88E-02,6.34E-03,-2.59E-02
12,3.00E+05,0.4,10,1.000512431,2.87E-02,2.29E-02,5.76E-03,-2.85E-02
12,3.00E+05,0.45,0,4.07E-12,1.26E-02,2.98E-03,9.59E-03,3.08E-12
12,3.00E+05,0.45,1,0.116612333,1.26E-02,3.09E-03,9.55E-03,-1.63E-03
12,3.00E+05,0.45,2,0.232853344,1.29E-02,3.43E-03,9.47E-03,-3.35E-03
12,3.00E+05,0.45,3,0.34832411,1.33E-02,4.03E-03,9.32E-03,-5.28E-03
12,3.00E+05,0.45,4,0.462522113,1.40E-02,4.91E-03,9.10E-03,-7.51E-03
12,3.00E+05,0.45,5,0.574710857,1.49E-02,6.12E-03,8.80E-03,-1.02E-02
12,3.00E+05,0.45,5.5,0.629708277,1.55E-02,6.88E-03,8.62E-03,-1.17E-02
12,3.00E+05,0.45,6,0.683687073,1.62E-02,7.76E-03,8.41E-03,-1.34E-02
12,3.00E+05,0.45,6.5,0.736290529,1.70E-02,8.81E-03,8.17E-03,-1.53E-02
12,3.00E+05,0.45,7,0.786989779,1.80E-02,1.01E-02,7.89E-03,-1.75E-02
12,3.00E+05,0.45,7.5,0.834863405,1.92E-02,1.16E-02,7.56E-03,-1.99E-02
12,3.00E+05,0.45,8,0.877243526,2.09E-02,1.37E-02,7.14E-03,-2.28E-02
12,3.00E+05,0.45,8.5,0.909415905,2.35E-02,1.69E-02,6.58E-03,-2.61E-02
12,3.00E+05,0.45,9,0.926394964,2.73E-02,2.14E-02,5.90E-03,-2.94E-02
12,3.00E+05,0.45,9.5,0.927026255,3.27E-02,2.75E-02,5.22E-03,-3.15E-02
12,3.00E+05,0.45,10,0.911401485,3.95E-02,3.49E-02,4.67E-03,-3.12E-02
12,3.00E+05,0.5,0,1.61E-12,1.26E-02,3.12E-03,9.52E-03,4.38E-14
12,3.00E+05,0.5,1,0.120103777,1.27E-02,3.24E-03,9.48E-03,-1.84E-03
12,3.00E+05,0.5,2,0.239827133,1.30E-02,3.61E-03,9.39E-03,-3.82E-03
12,3.00E+05,0.5,3,0.358754335,1.35E-02,4.26E-03,9.22E-03,-6.08E-03
12,3.00E+05,0.5,4,0.47629771,1.42E-02,5.22E-03,8.98E-03,-8.77E-03
12,3.00E+05,0.5,5,0.591508992,1.52E-02,6.58E-03,8.65E-03,-1.21E-02
12,3.00E+05,0.5,5.5,0.647661206,1.59E-02,7.47E-03,8.44E-03,-1.41E-02
12,3.00E+05,0.5,6,0.702309485,1.67E-02,8.54E-03,8.19E-03,-1.64E-02
12,3.00E+05,0.5,6.5,0.754206865,1.78E-02,9.92E-03,7.88E-03,-1.91E-02
12,3.00E+05,0.5,7,0.799448131,1.94E-02,1.20E-02,7.44E-03,-2.24E-02
12,3.00E+05,0.5,7.5,0.832822359,2.20E-02,1.52E-02,6.85E-03,-2.64E-02
12,3.00E+05,0.5,8,0.852656883,2.58E-02,1.96E-02,6.16E-03,-3.04E-02
12,3.00E+05,0.5,8.5,0.856747449,3.10E-02,2.55E-02,5.46E-03,-3.32E-02
12,3.00E+05,0.5,9,0.844264246,3.78E-02,3.30E-02,4.85E-03,-3.32E-02
12,3.00E+05,0.5,9.5,0.816233348,4.60E-02,4.16E-02,4.44E-03,-3.00E-02
12,3.00E+05,0.5,10,0.780092728,5.51E-02,5.09E-02,4.25E-03,-2.44E-02
12,3.00E+05,0.55,0,1.98E-12,1.27E-02,3.30E-03,9.43E-03,6.09E-16
12,3.00E+05,0.55,1,0.124484504,1.28E-02,3.43E-03,9.40E-03,-2.14E-03
12,3.00E+05,0.55,2,0.248595655,1.31E-02,3.84E-03,9.29E-03,-4.47E-03
12,3.00E+05,0.55,3,0.371899703,1.37E-02,4.56E-03,9.11E-03,-7.22E-03
12,3.00E+05,0.55,4,0.493684361,1.45E-02,5.65E-03,8.84E-03,-1.06E-02
12,3.00E+05,0.55,5,0.612396682,1.57E-02,7.27E-03,8.44E-03,-1.52E-02
12,3.00E+05,0.55,5.5,0.668601175,1.67E-02,8.49E-03,8.16E-03,-1.82E-02
12,3.00E+05,0.55,6,0.717643401,1.82E-02,1.05E-02,7.75E-03,-2.21E-02
12,3.00E+05,0.55,6.5,0.757269763,2.07E-02,1.35E-02,7.21E-03,-2.67E-02
12,3.00E+05,0.55,7,0.786236979,2.43E-02,1.78E-02,6.55E-03,-3.11E-02
12,3.00E+05,0.55,7.5,0.797726266,2.92E-02,2.33E-02,5.86E-03,-3.49E-02
12,3.00E+05,0.55,8,0.791019906,3.55E-02,3.03E-02,5.19E-03,-3.61E-02
12,3.00E+05,0.55,8.5,0.764141952,4.35E-02,3.88E-02,4.69E-03,-3.32E-02
12,3.00E+05,0.55,9,0.727683984,5.27E-02,4.83E-02,4.40E-03,-2.69E-02
12,3.00E+05,0.55,9.5,0.68554446,6.24E-02,5.81E-02,4.30E-03,-1.93E-02
12,3.00E+05,0.55,10,0.652912332,7.28E-02,6.85E-02,4.24E-03,-1.13E-02
12,3.00E+05,0.6,0,1.04E-12,1.29E-02,3.53E-03,9.34E-03,-1.67E-13
12,3.00E+05,0.6,1,0.130112313,1.30E-02,3.68E-03,9.30E-03,-2.56E-03
12,3.00E+05,0.6,2,0.259903147,1.33E-02,4.14E-03,9.18E-03,-5.42E-03
12,3.00E+05,0.6,3,0.388940387,1.39E-02,4.98E-03,8.97E-03,-8.97E-03
12,3.00E+05,0.6,4,0.516193357,1.49E-02,6.30E-03,8.65E-03,-1.38E-02
12,3.00E+05,0.6,5,0.632344918,1.73E-02,9.30E-03,8.03E-03,-2.15E-02
12,3.00E+05,0.6,5.5,0.680130803,1.99E-02,1.24E-02,7.54E-03,-2.65E-02
12,3.00E+05,0.6,6,0.717444058,2.36E-02,1.67E-02,6.93E-03,-3.14E-02
12,3.00E+05,0.6,6.5,0.738128312,2.86E-02,2.23E-02,6.23E-03,-3.56E-02
12,3.00E+05,0.6,7,0.737185449,3.47E-02,2.92E-02,5.56E-03,-3.74E-02
12,3.00E+05,0.6,7.5,0.713227191,4.22E-02,3.72E-02,5.02E-03,-3.51E-02
12,3.00E+05,0.6,8,0.674556026,5.07E-02,4.60E-02,4.69E-03,-2.91E-02
12,3.00E+05,0.6,8.5,0.634428682,5.96E-02,5.51E-02,4.53E-03,-2.20E-02
12,3.00E+05,0.6,9,0.600335103,6.93E-02,6.49E-02,4.44E-03,-1.39E-02
12,3.00E+05,0.6,9.5,0.573773954,7.90E-02,7.45E-02,4.41E-03,-6.68E-03
12,3.00E+05,0.6,10,0.554012251,8.87E-02,8.43E-02,4.41E-03,-6.63E-05
12,4.00E+05,0.05,0,5.87E-12,1.18E-02,2.31E-03,9.46E-03,6.47E-13
12,4.00E+05,0.05,1,0.105680198,1.18E-02,2.39E-03,9.44E-03,-9.73E-04
12,4.00E+05,0.05,2,0.211081956,1.20E-02,2.64E-03,9.38E-03,-1.97E-03
12,4.00E+05,0.05,3,0.315928807,1.23E-02,3.06E-03,9.29E-03,-3.02E-03
12,4.00E+05,0.05,4,0.419908443,1.28E-02,3.66E-03,9.15E-03,-4.14E-03
12,4.00E+05,0.05,5,0.52266807,1.34E-02,4.46E-03,8.98E-03,-5.36E-03
12,4.00E+05,0.05,5.5,0.573461088,1.38E-02,4.94E-03,8.88E-03,-6.02E-03
12,4.00E+05,0.05,6,0.623787036,1.43E-02,5.49E-03,8.77E-03,-6.72E-03
12,4.00E+05,0.05,6.5,0.673583623,1.47E-02,6.09E-03,8.64E-03,-7.46E-03
12,4.00E+05,0.05,7,0.722774073,1.53E-02,6.76E-03,8.51E-03,-8.24E-03
12,4.00E+05,0.05,7.5,0.771285899,1.59E-02,7.50E-03,8.36E-03,-9.06E-03
12,4.00E+05,0.05,8,0.819002241,1.65E-02,8.32E-03,8.21E-03,-9.94E-03
12,4.00E+05,0.05,8.5,0.8658161,1.73E-02,9.23E-03,8.04E-03,-1.09E-02
12,4.00E+05,0.05,9,0.911583813,1.81E-02,1.02E-02,7.86E-03,-1.19E-02
12,4.00E+05,0.05,9.5,0.956152161,1.90E-02,1.13E-02,7.67E-03,-1.29E-02
12,4.00E+05,0.05,10,0.999354156,2.00E-02,1.26E-02,7.46E-03,-1.41E-02
12,4.00E+05,0.1,1,0.106042635,1.18E-02,2.40E-03,9.43E-03,-9.90E-04
12,4.00E+05,0.1,2,0.211804467,1.20E-02,2.65E-03,9.37E-03,-2.01E-03
12,4.00E+05,0.1,3,0.317006335,1.24E-02,3.08E-03,9.27E-03,-3.07E-03
12,4.00E+05,0.1,4,0.42133169,1.28E-02,3.68E-03,9.14E-03,-4.22E-03
12,4.00E+05,0.1,5,0.524423174,1.35E-02,4.49E-03,8.97E-03,-5.47E-03
12,4.00E+05,0.1,5.5,0.575372849,1.38E-02,4.98E-03,8.86E-03,-6.15E-03
12,4.00E+05,0.1,6,0.625849966,1.43E-02,5.53E-03,8.75E-03,-6.87E-03
12,4.00E+05,0.1,6.5,0.675785606,1.48E-02,6.14E-03,8.62E-03,-7.62E-03
12,4.00E+05,0.1,7,0.725104743,1.53E-02,6.82E-03,8.49E-03,-8.43E-03
12,4.00E+05,0.1,7.5,0.773727506,1.59E-02,7.57E-03,8.34E-03,-9.28E-03
12,4.00E+05,0.1,8,0.821537992,1.66E-02,8.40E-03,8.18E-03,-1.02E-02
12,4.00E+05,0.1,8.5,0.868414912,1.73E-02,9.32E-03,8.01E-03,-1.12E-02
12,4.00E+05,0.1,9,0.914222194,1.82E-02,1.03E-02,7.82E-03,-1.22E-02
12,4.00E+05,0.1,9.5,0.958786109,1.91E-02,1.15E-02,7.63E-03,-1.33E-02
12,4.00E+05,0.1,10,1.001927556,2.01E-02,1.27E-02,7.42E-03,-1.45E-02
12,4.00E+05,0.15,0,5.07E-13,1.18E-02,2.34E-03,9.43E-03,-1.73E-14
12,4.00E+05,0.15,1,0.106656714,1.18E-02,2.43E-03,9.41E-03,-1.02E-03
12,4.00E+05,0.15,2,0.213028821,1.20E-02,2.68E-03,9.35E-03,-2.06E-03
12,4.00E+05,0.15,3,0.318832486,1.24E-02,3.11E-03,9.26E-03,-3.17E-03
12,4.00E+05,0.15,4,0.423744305,1.28E-02,3.73E-03,9.12E-03,-4.35E-03
12,4.00E+05,0.15,5,0.527397589,1.35E-02,4.55E-03,8.94E-03,-5.66E-03
12,4.00E+05,0.15,5.5,0.578613234,1.39E-02,5.05E-03,8.83E-03,-6.37E-03
12,4.00E+05,0.15,6,0.629343723,1.43E-02,5.60E-03,8.72E-03,-7.12E-03
12,4.00E+05,0.15,6.5,0.679516759,1.48E-02,6.23E-03,8.59E-03,-7.91E-03
12,4.00E+05,0.15,7,0.729051294,1.54E-02,6.92E-03,8.45E-03,-8.76E-03
12,4.00E+05,0.15,7.5,0.777857465,1.60E-02,7.69E-03,8.30E-03,-9.66E-03
12,4.00E+05,0.15,8,0.825821508,1.67E-02,8.54E-03,8.13E-03,-1.06E-02
12,4.00E+05,0.15,8.5,0.872800845,1.74E-02,9.49E-03,7.95E-03,-1.16E-02
12,4.00E+05,0.15,9,0.918657078,1.83E-02,1.05E-02,7.76E-03,-1.27E-02
12,4.00E+05,0.15,9.5,0.963199015,1.93E-02,1.17E-02,7.56E-03,-1.39E-02
12,4.00E+05,0.15,10,1.006216262,2.03E-02,1.30E-02,7.34E-03,-1.51E-02
12,4.00E+05,0.2,0,-9.16E-13,1.18E-02,2.38E-03,9.41E-03,-3.75E-13
12,4.00E+05,0.2,1,0.107539071,1.18E-02,2.46E-03,9.39E-03,-1.06E-03
12,4.00E+05,0.2,2,0.214787737,1.20E-02,2.72E-03,9.33E-03,-2.15E-03
12,4.00E+05,0.2,3,0.321455856,1.24E-02,3.16E-03,9.23E-03,-3.30E-03
12,4.00E+05,0.2,4,0.427210663,1.29E-02,3.79E-03,9.09E-03,-4.55E-03
12,4.00E+05,0.2,5,0.531669204,1.35E-02,4.63E-03,8.90E-03,-5.94E-03
12,4.00E+05,0.2,5.5,0.583267692,1.39E-02,5.14E-03,8.79E-03,-6.69E-03
12,4.00E+05,0.2,6,0.634359411,1.44E-02,5.71E-03,8.67E-03,-7.49E-03
12,4.00E+05,0.2,6.5,0.684872779,1.49E-02,6.35E-03,8.54E-03,-8.34E-03
12,4.00E+05,0.2,7,0.734709135,1.55E-02,7.07E-03,8.39E-03,-9.25E-03
12,4.00E+05,0.2,7.5,0.783772677,1.61E-02,7.86E-03,8.23E-03,-1.02E-02
12,4.00E+05,0.2,8,0.831938791,1.68E-02,8.75E-03,8.06E-03,-1.13E-02
12,4.00E+05,0.2,8.5,0.879051666,1.76E-02,9.73E-03,7.87E-03,-1.24E-02
12,4.00E+05,0.2,9,0.924945805,1.85E-02,1.08E-02,7.67E-03,-1.36E-02
12,4.00E+05,0.2,9.5,0.969402835,1.95E-02,1.21E-02,7.46E-03,-1.48E-02
12,4.00E+05,0.2,10,1.01216862,2.06E-02,1.34E-02,7.23E-03,-1.62E-02
12,4.00E+05,0.25,0,-7.40E-13,1.18E-02,2.42E-03,9.38E-03,1.41E-13
12,4.00E+05,0.25,1,0.1087137,1.19E-02,2.51E-03,9.36E-03,-1.11E-03
12,4.00E+05,0.25,2,0.21712941,1.21E-02,2.77E-03,9.30E-03,-2.26E-03
12,4.00E+05,0.25,3,0.324948827,1.24E-02,3.22E-03,9.19E-03,-3.49E-03
12,4.00E+05,0.25,4,0.431826747,1.29E-02,3.87E-03,9.05E-03,-4.83E-03
12,4.00E+05,0.25,5,0.537358458,1.36E-02,4.74E-03,8.85E-03,-6.32E-03
12,4.00E+05,0.25,5.5,0.589465844,1.40E-02,5.27E-03,8.74E-03,-7.14E-03
12,4.00E+05,0.25,6,0.641038309,1.45E-02,5.86E-03,8.61E-03,-8.01E-03
12,4.00E+05,0.25,6.5,0.691991938,1.50E-02,6.53E-03,8.47E-03,-8.95E-03
12,4.00E+05,0.25,7,0.74221899,1.56E-02,7.27E-03,8.32E-03,-9.95E-03
12,4.00E+05,0.25,7.5,0.791607257,1.63E-02,8.11E-03,8.15E-03,-1.10E-02
12,4.00E+05,0.25,8,0.840016719,1.70E-02,9.04E-03,7.97E-03,-1.22E-02
12,4.00E+05,0.25,8.5,0.887258753,1.78E-02,1.01E-02,7.77E-03,-1.34E-02
12,4.00E+05,0.25,9,0.933122643,1.88E-02,1.12E-02,7.55E-03,-1.47E-02
12,4.00E+05,0.25,9.5,0.97734857,1.99E-02,1.26E-02,7.32E-03,-1.62E-02
12,4.00E+05,0.25,10,1.019613247,2.11E-02,1.40E-02,7.07E-03,-1.77E-02
12,4.00E+05,0.3,0,1.21E-12,1.18E-02,2.48E-03,9.34E-03,6.62E-14
12,4.00E+05,0.3,1,0.110214271,1.19E-02,2.56E-03,9.32E-03,-1.19E-03
12,4.00E+05,0.3,2,0.220122864,1.21E-02,2.84E-03,9.26E-03,-2.42E-03
12,4.00E+05,0.3,3,0.329416235,1.25E-02,3.30E-03,9.15E-03,-3.74E-03
12,4.00E+05,0.3,4,0.437733028,1.30E-02,3.98E-03,8.99E-03,-5.20E-03
12,4.00E+05,0.3,5,0.544636634,1.37E-02,4.88E-03,8.79E-03,-6.84E-03
12,4.00E+05,0.3,5.5,0.597394585,1.41E-02,5.43E-03,8.67E-03,-7.75E-03
12,4.00E+05,0.3,6,0.649572189,1.46E-02,6.06E-03,8.53E-03,-8.73E-03
12,4.00E+05,0.3,6.5,0.701079341,1.51E-02,6.76E-03,8.38E-03,-9.78E-03
12,4.00E+05,0.3,7,0.751781315,1.58E-02,7.55E-03,8.22E-03,-1.09E-02
12,4.00E+05,0.3,7.5,0.801547602,1.65E-02,8.44E-03,8.04E-03,-1.21E-02
12,4.00E+05,0.3,8,0.850202847,1.73E-02,9.44E-03,7.84E-03,-1.34E-02
12,4.00E+05,0.3,8.5,0.89749819,1.82E-02,1.06E-02,7.62E-03,-1.49E-02
12,4.00E+05,0.3,9,0.943164057,1.92E-02,1.18E-02,7.38E-03,-1.64E-02
12,4.00E+05,0.3,9.5,0.986816448,2.04E-02,1.33E-02,7.12E-03,-1.81E-02
12,4.00E+05,0.3,10,1.027968699,2.18E-02,1.50E-02,6.84E-03,-1.98E-02
12,4.00E+05,0.35,0,5.31E-13,1.18E-02,2.54E-03,9.30E-03,6.83E-14
12,4.00E+05,0.35,1,0.112090601,1.19E-02,2.64E-03,9.28E-03,-1.28E-03
12,4.00E+05,0.35,2,0.223867687,1.21E-02,2.92E-03,9.21E-03,-2.62E-03
12,4.00E+05,0.35,3,0.335008644,1.25E-02,3.41E-03,9.09E-03,-4.07E-03
12,4.00E+05,0.35,4,0.445127171,1.30E-02,4.11E-03,8.93E-03,-5.69E-03
12,4.00E+05,0.35,5,0.553748577,1.38E-02,5.07E-03,8.71E-03,-7.54E-03
12,4.00E+05,0.35,5.5,0.607309183,1.42E-02,5.65E-03,8.58E-03,-8.58E-03
12,4.00E+05,0.35,6,0.66023669,1.47E-02,6.31E-03,8.44E-03,-9.70E-03
12,4.00E+05,0.35,6.5,0.712408385,1.53E-02,7.06E-03,8.27E-03,-1.09E-02
12,4.00E+05,0.35,7,0.763659094,1.60E-02,7.92E-03,8.09E-03,-1.22E-02
12,4.00E+05,0.35,7.5,0.813807669,1.68E-02,8.89E-03,7.89E-03,-1.37E-02
12,4.00E+05,0.35,8,0.862605131,1.77E-02,9.99E-03,7.67E-03,-1.52E-02
12,4.00E+05,0.35,8.5,0.909687894,1.87E-02,1.13E-02,7.42E-03,-1.69E-02
12,4.00E+05,0.35,9,0.95458667,1.99E-02,1.27E-02,7.14E-03,-1.88E-02
12,4.00E+05,0.35,9.5,0.996576698,2.13E-02,1.45E-02,6.83E-03,-2.08E-02
12,4.00E+05,0.35,10,1.034595598,2.31E-02,1.66E-02,6.49E-03,-2.29E-02
12,4.00E+05,0.4,0,1.64E-12,1.19E-02,2.63E-03,9.25E-03,2.67E-14
12,4.00E+05,0.4,1,0.114411476,1.20E-02,2.73E-03,9.23E-03,-1.40E-03
12,4.00E+05,0.4,2,0.228501763,1.22E-02,3.03E-03,9.15E-03,-2.88E-03
12,4.00E+05,0.4,3,0.341932306,1.26E-02,3.54E-03,9.03E-03,-4.50E-03
12,4.00E+05,0.4,4,0.454291078,1.31E-02,4.29E-03,8.86E-03,-6.34E-03
12,4.00E+05,0.4,5,0.56503763,1.39E-02,5.30E-03,8.62E-03,-8.49E-03
12,4.00E+05,0.4,5.5,0.619582008,1.44E-02,5.93E-03,8.48E-03,-9.71E-03
12,4.00E+05,0.4,6,0.673403593,1.50E-02,6.65E-03,8.32E-03,-1.10E-02
12,4.00E+05,0.4,6.5,0.726334323,1.56E-02,7.48E-03,8.14E-03,-1.25E-02
12,4.00E+05,0.4,7,0.778135099,1.64E-02,8.43E-03,7.93E-03,-1.41E-02
12,4.00E+05,0.4,7.5,0.828469985,1.72E-02,9.53E-03,7.70E-03,-1.59E-02
12,4.00E+05,0.4,8,0.876816313,1.83E-02,1.08E-02,7.43E-03,-1.79E-02
12,4.00E+05,0.4,8.5,0.922488963,1.95E-02,1.24E-02,7.12E-03,-2.01E-02
12,4.00E+05,0.4,9,0.964397942,2.11E-02,1.44E-02,6.77E-03,-2.25E-02
12,4.00E+05,0.4,9.5,0.998544082,2.33E-02,1.70E-02,6.31E-03,-2.52E-02
12,4.00E+05,0.4,10,1.019997889,2.67E-02,2.09E-02,5.74E-03,-2.81E-02
12,4.00E+05,0.45,0,8.65E-13,1.19E-02,2.74E-03,9.19E-03,5.75E-14
12,4.00E+05,0.45,1,0.117275721,1.20E-02,2.84E-03,9.17E-03,-1.56E-03
12,4.00E+05,0.45,2,0.23422389,1.22E-02,3.16E-03,9.09E-03,-3.22E-03
12,4.00E+05,0.45,3,0.350491893,1.27E-02,3.71E-03,8.96E-03,-5.08E-03
12,4.00E+05,0.45,4,0.465630497,1.33E-02,4.51E-03,8.76E-03,-7.23E-03
12,4.00E+05,0.45,5,0.579002451,1.41E-02,5.62E-03,8.50E-03,-9.81E-03
12,4.00E+05,0.45,5.5,0.63473195,1.47E-02,6.31E-03,8.35E-03,-1.13E-02
12,4.00E+05,0.45,6,0.689567375,1.53E-02,7.12E-03,8.16E-03,-1.30E-02
12,4.00E+05,0.45,6.5,0.743177647,1.60E-02,8.07E-03,7.95E-03,-1.48E-02
12,4.00E+05,0.45,7,0.79519118,1.69E-02,9.20E-03,7.70E-03,-1.69E-02
12,4.00E+05,0.45,7.5,0.844705448,1.80E-02,1.06E-02,7.41E-03,-1.93E-02
12,4.00E+05,0.45,8,0.888730428,1.96E-02,1.26E-02,7.01E-03,-2.22E-02
12,4.00E+05,0.45,8.5,0.921475359,2.21E-02,1.57E-02,6.45E-03,-2.57E-02
12,4.00E+05,0.45,9,0.938970983,2.59E-02,2.01E-02,5.78E-03,-2.92E-02
12,4.00E+05,0.45,9.5,0.940865136,3.11E-02,2.60E-02,5.11E-03,-3.17E-02
12,4.00E+05,0.45,10,0.926378327,3.79E-02,3.33E-02,4.55E-03,-3.18E-02
12,4.00E+05,0.5,0,3.15E-13,1.20E-02,2.87E-03,9.12E-03,-1.75E-13
12,4.00E+05,0.5,1,0.120826407,1.21E-02,2.98E-03,9.10E-03,-1.78E-03
12,4.00E+05,0.5,2,0.241327538,1.23E-02,3.32E-03,9.01E-03,-3.69E-03
12,4.00E+05,0.5,3,0.361142028,1.28E-02,3.92E-03,8.87E-03,-5.87E-03
12,4.00E+05,0.5,4,0.479764625,1.35E-02,4.80E-03,8.65E-03,-8.48E-03
12,4.00E+05,0.5,5,0.596369185,1.44E-02,6.04E-03,8.36E-03,-1.17E-02
12,4.00E+05,0.5,5.5,0.653419563,1.50E-02,6.84E-03,8.17E-03,-1.37E-02
12,4.00E+05,0.5,6,0.709211485,1.58E-02,7.81E-03,7.95E-03,-1.59E-02
12,4.00E+05,0.5,6.5,0.762420103,1.67E-02,9.08E-03,7.67E-03,-1.86E-02
12,4.00E+05,0.5,7,0.808174577,1.83E-02,1.11E-02,7.24E-03,-2.21E-02
12,4.00E+05,0.5,7.5,0.842568354,2.09E-02,1.42E-02,6.68E-03,-2.63E-02
